"qid","query","answer.default","answer_norm","answer_relation","answer_metric","comments","category","instances_req","qualifier_req","aggregate","prediction","cardinals","tf_answer","precision","correctness","std","relaxed_precision","equivalent","subgroups","unrelated","equivalent_ids","subgroups_ids","unrelated_ids"
354,"how many angles does a pentagon have",,,"=",,"Non-entity","other",,,"weighted",5,"[(5.0, 0.99), (5.0, 0.58), (5.0, 0.99), (5.0, 0.98), (5.0, 0.88), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.79), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.58), (5.0, 0.58), (5.0, 0.97), (5.0, 0.99)]","[('0', 0.99, '5 sides', 5.0), ('1', 0.58, 'five angles', 5.0), ('3', 0.99, 'five sides', 5.0), ('4', 0.98, 'five angles', 5.0), ('5', 0.88, '5 equal sides 5 equal internal angles', 5.0), ('6', 0.99, '5 sides', 5.0), ('9', 0.99, '5 sides', 5.0), ('10', 0.99, '5 sides', 5.0), ('11', 0.99, '5 sides', 5.0), ('12', 0.43, '5 What', 5.0), ('13', 0.99, '5 sides', 5.0), ('14', 0.79, '5 sided polygon', 5.0), ('17', 0.99, 'five sides', 5.0), ('18', 0.99, '5 sides', 5.0), ('21', 0.99, '5 sides', 5.0), ('27', 0.58, '5 sides 5', 5.0), ('27', 0.58, '5 sides 5', 5.0), ('29', 0.97, '5 sides', 5.0), ('30', 0.99, '5 sides', 5.0), ('31', 0.42, '3 What do you call a 9 sided shape', 3.0), ('31', 0.42, '3 What do you call a 9 sided shape', 9.0)]",,,0,0,"[('0', 0.99, '5 sides', 5.0), ('3', 0.99, 'five sides', 5.0), ('6', 0.99, '5 sides', 5.0), ('9', 0.99, '5 sides', 5.0), ('10', 0.99, '5 sides', 5.0), ('11', 0.99, '5 sides', 5.0), ('13', 0.99, '5 sides', 5.0), ('17', 0.99, 'five sides', 5.0), ('18', 0.99, '5 sides', 5.0), ('21', 0.99, '5 sides', 5.0), ('30', 0.99, '5 sides', 5.0), ('4', 0.98, 'five angles', 5.0), ('29', 0.97, '5 sides', 5.0), ('5', 0.88, '5 equal sides 5 equal internal angles', 5.0), ('14', 0.79, '5 sided polygon', 5.0), ('1', 0.58, 'five angles', 5.0), ('27', 0.58, '5 sides 5', 5.0), ('27', 0.58, '5 sides 5', 5.0)]","[]","[]",,,
2990,"how many msq in arr",,,"=",,"obscure","other",,,"weighted",80,"[(80.0, 0.97), (51.0, 0.78), (210.0, 0.58), (12.0, 0.55)]","[('4', 0.97, '80 quests', 80.0), ('20', 0.42, '186 give or take', 186.0), ('38', 0.78, '51 quests', 51.0), ('40', 0.58, 'about 210 hours', 210.0), ('44', 0.55, '12 - ARR - Do', 12.0)]",,,85.82,0,"[('4', 0.97, '80 quests', 80.0)]","[('38', 0.78, '51 quests', 51.0), ('44', 0.55, '12 - ARR - Do', 12.0)]","[('40', 0.58, 'about 210 hours', 210.0)]",,,
2145,"how many floors are in the white house",,,"=",,"Non-entity","other",,,"weighted",6,"[(4.0, 0.67), (6.0, 0.66), (6.0, 0.89), (4.0, 0.84), (3.0, 0.99), (6.0, 0.97), (6.0, 0.5), (6.0, 0.98), (6.0, 0.98), (6.0, 0.99)]","[('3', 0.67, 'four floors', 4.0), ('6', 0.66, 'six stories', 6.0), ('14', 0.89, '6 levels', 6.0), ('17', 0.84, 'four floors', 4.0), ('18', 0.99, 'three floors', 3.0), ('19', 0.97, '6 levels', 6.0), ('22', 0.5, 'six stories', 6.0), ('25', 0.98, 'six floors', 6.0), ('31', 0.98, 'six floors', 6.0), ('34', 0.99, 'six floors', 6.0)]",,,1.16,0,"[('34', 0.99, 'six floors', 6.0), ('25', 0.98, 'six floors', 6.0), ('31', 0.98, 'six floors', 6.0), ('19', 0.97, '6 levels', 6.0), ('14', 0.89, '6 levels', 6.0), ('6', 0.66, 'six stories', 6.0), ('22', 0.5, 'six stories', 6.0), ('3', 0.67, 'four floors', 4.0), ('17', 0.84, 'four floors', 4.0)]","[('18', 0.99, 'three floors', 3.0)]","[]",,,
1579,"how many calories in giant jbc meal",,,"=",,"Non-entity","other",,,"weighted",360,"[(360.0, 0.95), (1200.0, 0.5), (290.0, 0.98)]","[('2', 0.95, '360 calories', 360.0), ('28', 0.5, '1200 Calorie', 1200.0), ('36', 0.98, '290 calories', 290.0)]",,,506.39,0,"[('2', 0.95, '360 calories', 360.0), ('36', 0.98, '290 calories', 290.0)]","[]","[('28', 0.5, '1200 Calorie', 1200.0)]",,,
3207,"how many shots pcp air rifle",,,"=",,"Non-entity","other",,,"weighted",10,"[(64.0, 0.56), (180.0, 0.96), (10.0, 0.92), (160.0, 0.6), (10.0, 0.96), (10.0, 0.77), (51.0, 0.84), (15.0, 0.65), (10.0, 0.98), (10.0, 0.53), (10.0, 0.87)]","[('6', 0.56, '64 shots', 64.0), ('12', 0.96, '180 consistent shots', 180.0), ('16', 0.92, '10-shot string', 10.0), ('22', 0.6, 'approximately 160 shots', 160.0), ('25', 0.96, '10-shot string', 10.0), ('30', 0.77, '10-shot', 10.0), ('35', 0.84, '51 shots', 51.0), ('40', 0.65, '15 shots', 15.0), ('41', 0.98, '10-shot clips', 10.0), ('43', 0.53, '10- shot rotary magazine system', 10.0), ('45', 0.87, '10-shot version', 10.0)]",,,63.23,0,"[('41', 0.98, '10-shot clips', 10.0), ('25', 0.96, '10-shot string', 10.0), ('16', 0.92, '10-shot string', 10.0), ('45', 0.87, '10-shot version', 10.0), ('30', 0.77, '10-shot', 10.0), ('43', 0.53, '10- shot rotary magazine system', 10.0)]","[]","[('6', 0.56, '64 shots', 64.0), ('12', 0.96, '180 consistent shots', 180.0), ('22', 0.6, 'approximately 160 shots', 160.0), ('35', 0.84, '51 shots', 51.0), ('40', 0.65, '15 shots', 15.0)]",,,
1549,"how many stocks in ivv",,,"=",,"Non-entity","other",,,"weighted",500,"[(500.0, 0.97), (500.0, 0.98), (500.0, 0.98), (500.0, 0.93), (500.0, 0.96), (500.0, 0.7), (500.0, 0.96), (500.0, 0.98), (500.0, 0.98), (500.0, 0.95), (500.0, 0.88), (500.0, 0.97), (500.0, 0.94), (500.0, 0.98), (500.0, 0.92), (500.0, 0.55), (500.0, 0.9), (500.0, 0.97), (500.0, 0.97), (500.0, 0.7), (500.0, 0.97), (500.0, 0.92), (500.0, 0.97), (500.0, 0.98)]","[('0', 0.97, '500 ETF', 500.0), ('1', 0.98, '500 ETF', 500.0), ('2', 0.98, '500 ETF', 500.0), ('3', 0.93, '500 Index-delivers', 500.0), ('5', 0.96, '500 index fund', 500.0), ('6', 0.27, '500 of the largest cap U.S. stocks. 3. Use at the core of your portfolio to seek long-term growth. The iShares Core S&P 500 ETF', 500.0), ('6', 0.27, '500 of the largest cap U.S. stocks. 3. Use at the core of your portfolio to seek long-term growth. The iShares Core S&P 500 ETF', 3.0), ('6', 0.27, '500 of the largest cap U.S. stocks. 3. Use at the core of your portfolio to seek long-term growth. The iShares Core S&P 500 ETF', 500.0), ('7', 0.7, '500 index fund', 500.0), ('9', 0.96, '500 index', 500.0), ('10', 0.98, '500 Index', 500.0), ('11', 0.98, '500 Index', 500.0), ('13', 0.48, '500 U.S.', 500.0), ('14', 0.43, '500 ETF Forecast', 500.0), ('16', 0.95, '500 ETF', 500.0), ('17', 0.88, '500 ETF', 500.0), ('18', 0.97, '500 ETF', 500.0), ('22', 0.94, '500 ETF', 500.0), ('23', 0.98, '500 ETF', 500.0), ('24', 0.92, '500 ETF', 500.0), ('26', 0.55, ""500 ETF's units"", 500.0), ('29', 0.9, '500 index fund', 500.0), ('34', 0.44, '500 ...', 500.0), ('36', 0.97, '500 ETF', 500.0), ('38', 0.97, '500 index', 500.0), ('39', 0.7, '500 ETF', 500.0), ('40', 0.97, '500 ETF', 500.0), ('42', 0.92, '500 ETF', 500.0), ('45', 0.97, '500 ETF', 500.0), ('47', 0.98, '500 ETF', 500.0)]",,,0,0,"[('1', 0.98, '500 ETF', 500.0), ('2', 0.98, '500 ETF', 500.0), ('10', 0.98, '500 Index', 500.0), ('11', 0.98, '500 Index', 500.0), ('23', 0.98, '500 ETF', 500.0), ('47', 0.98, '500 ETF', 500.0), ('0', 0.97, '500 ETF', 500.0), ('18', 0.97, '500 ETF', 500.0), ('36', 0.97, '500 ETF', 500.0), ('38', 0.97, '500 index', 500.0), ('40', 0.97, '500 ETF', 500.0), ('45', 0.97, '500 ETF', 500.0), ('5', 0.96, '500 index fund', 500.0), ('9', 0.96, '500 index', 500.0), ('16', 0.95, '500 ETF', 500.0), ('22', 0.94, '500 ETF', 500.0), ('3', 0.93, '500 Index-delivers', 500.0), ('24', 0.92, '500 ETF', 500.0), ('42', 0.92, '500 ETF', 500.0), ('29', 0.9, '500 index fund', 500.0), ('17', 0.88, '500 ETF', 500.0), ('7', 0.7, '500 index fund', 500.0), ('39', 0.7, '500 ETF', 500.0), ('26', 0.55, ""500 ETF's units"", 500.0)]","[]","[]",,,
2520,"how many kayle in tft",,,"=",,"Non-entity","other",,,"weighted",5,"[(5.5, 0.52), (13.0, 0.94), (3.0, 0.64)]","[('2', 0.33, '5 min', 5.0), ('3', 0.52, '5.5 - Item build', 5.5), ('13', 0.94, '13 Kayles', 13.0), ('35', 0.64, '3 BM', 3.0)]",,,5.29,0,"[('3', 0.52, '5.5 - Item build', 5.5), ('35', 0.64, '3 BM', 3.0)]","[]","[('13', 0.94, '13 Kayles', 13.0)]",,,
3793,"how many kilometers udupi to malpe",,,"=",,"Non-entity","other",,,"weighted",6,"[(5.33, 0.72), (66.0, 0.85), (65.0, 0.96), (6.0, 0.84), (6.0, 0.94), (6.0, 0.94), (6.0, 0.94), (6.0, 0.69)]","[('0', 0.72, '5.33 km', 5.33), ('6', 0.85, '66 kilometres', 66.0), ('10', 0.96, '65 km', 65.0), ('12', 0.32, '69.5 km', 69.5), ('19', 0.84, 'about six kilometers', 6.0), ('25', 0.94, 'about six kilometers', 6.0), ('26', 0.94, 'about six kilometers', 6.0), ('39', 0.94, 'about six kilometers', 6.0), ('40', 0.32, 'about 10 kilometers', 10.0), ('45', 0.69, 'about six kilometers', 6.0), ('46', 0.39, 'two ways', 2.0)]",,,27.62,0,"[('25', 0.94, 'about six kilometers', 6.0), ('26', 0.94, 'about six kilometers', 6.0), ('39', 0.94, 'about six kilometers', 6.0), ('19', 0.84, 'about six kilometers', 6.0), ('45', 0.69, 'about six kilometers', 6.0), ('0', 0.72, '5.33 km', 5.33)]","[]","[('6', 0.85, '66 kilometres', 66.0), ('10', 0.96, '65 km', 65.0)]",,,
194,"how many credits is nqf level 7",,,"=",,"Non-entity","other",,,"weighted",120,"[(120.0, 0.96), (180.0, 0.91), (180.0, 0.91), (120.0, 0.98), (486.0, 0.99), (56.0, 0.71), (120.0, 0.81), (120.0, 0.53), (120.0, 0.7), (420.0, 0.98), (120.0, 0.9)]","[('1', 0.96, '120 credits', 120.0), ('3', 0.91, '180 ECTS credits', 180.0), ('5', 0.91, '180 ECTS credits', 180.0), ('13', 0.98, '120 credits', 120.0), ('22', 0.99, '486 credits', 486.0), ('24', 0.71, '56 credits', 56.0), ('33', 0.81, '120 credits', 120.0), ('35', 0.53, '120 credit Advanced Diploma', 120.0), ('39', 0.7, '120 credits', 120.0), ('41', 0.98, '420 credits', 420.0), ('42', 0.33, '560 SAQA credits', 560.0), ('43', 0.9, '120 credits', 120.0)]",,,137.06,0,"[('13', 0.98, '120 credits', 120.0), ('1', 0.96, '120 credits', 120.0), ('43', 0.9, '120 credits', 120.0), ('33', 0.81, '120 credits', 120.0), ('39', 0.7, '120 credits', 120.0), ('35', 0.53, '120 credit Advanced Diploma', 120.0)]","[('24', 0.71, '56 credits', 56.0)]","[('3', 0.91, '180 ECTS credits', 180.0), ('5', 0.91, '180 ECTS credits', 180.0), ('22', 0.99, '486 credits', 486.0), ('41', 0.98, '420 credits', 420.0)]",,,
3475,"how many different rsa-1024 keys are there",,,"=",,"Non-entity","other",,,"weighted",3,"[(3.0, 0.6), (3.0, 0.96), (5.0, 0.78), (3.0, 0.69)]","[('4', 0.6, 'three different public keys', 3.0), ('12', 0.96, '3-key Triple DES', 3.0), ('22', 0.78, '5 points', 5.0), ('23', 0.69, 'three different 1024 bit RSA public keys', 3.0)]",,,1,0,"[('12', 0.96, '3-key Triple DES', 3.0), ('23', 0.69, 'three different 1024 bit RSA public keys', 3.0), ('4', 0.6, 'three different public keys', 3.0)]","[]","[('22', 0.78, '5 points', 5.0)]",,,
4601,"how many km from tvm to kanyakumari",,,"=",,"Non-entity","other",,,"weighted",90,"[(130.0, 0.93), (90.0, 0.96), (90.0, 0.92), (71.0, 0.97), (706.0, 0.92)]","[('7', 0.44, '103 km', 103.0), ('8', 0.93, '130 km', 130.0), ('9', 0.96, '90 KM', 90.0), ('10', 0.92, '90 kms', 90.0), ('11', 0.97, 'approximately 71 kilometers', 71.0), ('19', 0.92, '706 km', 706.0)]",,,273.98,0,"[('9', 0.96, '90 KM', 90.0), ('10', 0.92, '90 kms', 90.0), ('11', 0.97, 'approximately 71 kilometers', 71.0)]","[]","[('8', 0.93, '130 km', 130.0), ('19', 0.92, '706 km', 706.0)]",,,
2668,"how many calories in kuey teow",,,"=",,"Non-entity","other",,,"weighted",639,"[(639.0, 0.94), (742.0, 0.93)]","[('17', 0.35, 'about 744 calories. Having char kuey teow for lunch is only a bad idea if you’re having it every single day. Remember, moderation is key! #4 Roti Canai On its own, without any addition of eggs, cheese, or bananas, a single Roti Canai Kosong is 301 calories', 744.0), ('17', 0.35, 'about 744 calories. Having char kuey teow for lunch is only a bad idea if you’re having it every single day. Remember, moderation is key! #4 Roti Canai On its own, without any addition of eggs, cheese, or bananas, a single Roti Canai Kosong is 301 calories', 4.0), ('17', 0.35, 'about 744 calories. Having char kuey teow for lunch is only a bad idea if you’re having it every single day. Remember, moderation is key! #4 Roti Canai On its own, without any addition of eggs, cheese, or bananas, a single Roti Canai Kosong is 301 calories', 301.0), ('39', 0.94, '639 calories per', 639.0), ('41', 0.93, '742 calories', 742.0)]",,,72.83,0,"[('39', 0.94, '639 calories per', 639.0), ('41', 0.93, '742 calories', 742.0)]","[]","[]",,,
2547,"how many calories are in ketchup",,,"=",,"Non-entity","other",,,"weighted",20,"[(15.0, 0.72), (6.0, 0.87), (100.0, 0.98), (3.8, 0.98), (15.0, 0.95), (44.0, 0.98), (10.0, 0.96), (67.0, 0.9), (233.0, 0.9), (20.0, 0.86), (460.0, 0.83), (10.0, 0.58), (15.0, 0.95), (499.0, 0.61), (20.0, 0.89)]","[('0', 0.72, '15 calories', 15.0), ('3', 0.47, '15 Calories Quantity tablespoon', 15.0), ('4', 0.87, '6 calories', 6.0), ('5', 0.45, '9 calories', 9.0), ('6', 0.98, '100 g', 100.0), ('8', 0.31, '10 calories', 10.0), ('10', 0.98, 'about 3.8 grams', 3.8), ('12', 0.44, 'about 22 calories', 22.0), ('13', 0.95, 'about 15 calories', 15.0), ('14', 0.98, '44 calories', 44.0), ('15', 0.96, '10 calories', 10.0), ('17', 0.9, '67 calories', 67.0), ('20', 0.9, '233 calories', 233.0), ('25', 0.31, '58 calories', 58.0), ('27', 0.42, '95 milligrams', 95.0), ('31', 0.86, '20 calories', 20.0), ('35', 0.83, '460 calories', 460.0), ('36', 0.58, '10 calories', 10.0), ('38', 0.95, '15 calories', 15.0), ('39', 0.61, '499 calories', 499.0), ('40', 0.89, '20 calories', 20.0), ('46', 0.4, '20 calories', 20.0)]",,,164.67,0,"[('40', 0.89, '20 calories', 20.0), ('31', 0.86, '20 calories', 20.0), ('0', 0.72, '15 calories', 15.0), ('13', 0.95, 'about 15 calories', 15.0), ('38', 0.95, '15 calories', 15.0)]","[('4', 0.87, '6 calories', 6.0), ('10', 0.98, 'about 3.8 grams', 3.8), ('15', 0.96, '10 calories', 10.0), ('36', 0.58, '10 calories', 10.0)]","[('6', 0.98, '100 g', 100.0), ('14', 0.98, '44 calories', 44.0), ('17', 0.9, '67 calories', 67.0), ('20', 0.9, '233 calories', 233.0), ('35', 0.83, '460 calories', 460.0), ('39', 0.61, '499 calories', 499.0)]",,,
4642,"how many kilometres from zuurbekom to johannesburg",,,"=",,"Non-entity","other",,,"weighted",343,"[(64.0, 0.52), (64.0, 0.52), (343.0, 0.98), (1264.0, 0.78), (600.0, 0.97), (13.0, 0.82)]","[('4', 0.34, '432 5th Avenue Zuurbekom, Westonaria 1779 South Africa. Getting there. Johannesburg Intl Airport 53 km', 432.0), ('4', 0.34, '432 5th Avenue Zuurbekom, Westonaria 1779 South Africa. Getting there. Johannesburg Intl Airport 53 km', 53.0), ('5', 0.52, '64 kilometres', 64.0), ('6', 0.52, '64 kilometres', 64.0), ('15', 0.98, '343 kilometres', 343.0), ('20', 0.78, 'about 1264 kilometers', 1264.0), ('23', 0.97, 'Approximately 600 kilometers', 600.0), ('29', 0.82, '13 271 kilometres', 13.0)]",,,482.67,0,"[('15', 0.98, '343 kilometres', 343.0)]","[('5', 0.52, '64 kilometres', 64.0), ('6', 0.52, '64 kilometres', 64.0), ('29', 0.82, '13 271 kilometres', 13.0)]","[('20', 0.78, 'about 1264 kilometers', 1264.0), ('23', 0.97, 'Approximately 600 kilometers', 600.0)]",,,
3219,"how many calories does pfc have",,,"=",,"Non-entity","other",,,"weighted",1,"[(1.0, 0.66), (110.0, 0.57)]","[('3', 0.66, '100 percent', 1.0), ('19', 0.48, '300 Calorie', 300.0), ('33', 0.57, '110 calories', 110.0)]",,,77.07,0,"[('3', 0.66, '100 percent', 1.0)]","[]","[('33', 0.57, '110 calories', 110.0)]",,,
4523,"how many kilometres from moyale to ethiopia",,,"=",,"Non-entity","other",,,"weighted",821,"[(502.0, 0.85), (1492.0, 0.66), (438.0, 0.57), (531.0, 0.91), (821.0, 0.88), (1.0, 0.78), (987.0, 0.84), (2386.0, 0.54), (13304.0, 0.89), (11567.0, 0.79)]","[('4', 0.85, '502 km', 502.0), ('14', 0.66, '1492 km', 1492.0), ('17', 0.57, '438 Kilometres road', 438.0), ('20', 0.91, '531 km', 531.0), ('21', 0.88, '821 km', 821.0), ('27', 0.78, 'about 1 081 km', 1.0), ('29', 0.48, '562 miles or 904 kilometers', 562.0), ('30', 0.84, '987 km', 987.0), ('33', 0.39, '497 kilometers', 497.0), ('35', 0.54, '2386 kilometers', 2386.0), ('36', 0.49, '5754 kilometers', 5754.0), ('37', 0.89, '13304 kilometers', 13304.0), ('41', 0.79, '11567 kilometers', 11567.0)]",,,4927.24,0,"[('21', 0.88, '821 km', 821.0), ('30', 0.84, '987 km', 987.0)]","[('4', 0.85, '502 km', 502.0), ('17', 0.57, '438 Kilometres road', 438.0), ('20', 0.91, '531 km', 531.0), ('27', 0.78, 'about 1 081 km', 1.0)]","[('14', 0.66, '1492 km', 1492.0), ('35', 0.54, '2386 kilometers', 2386.0), ('37', 0.89, '13304 kilometers', 13304.0), ('41', 0.79, '11567 kilometers', 11567.0)]",,,
2237,"how many calories in gfs cabbage rolls",,,"=",,"Non-entity","other",,,"weighted",90,"[(90.0, 0.97), (150.0, 0.53), (869.0, 0.56), (1.0, 0.66), (2500.0, 0.77), (18.0, 0.93)]","[('5', 0.97, '90 calories', 90.0), ('6', 0.43, '54 calories', 54.0), ('11', 0.53, '150 Calories 20g Carbs', 150.0), ('19', 0.56, '869 calories', 869.0), ('26', 0.66, '1 bowl - Calories', 1.0), ('38', 0.77, '2500 calorie diet', 2500.0), ('43', 0.93, '18 grams', 18.0)]",,,984.11,0,"[('5', 0.97, '90 calories', 90.0)]","[('26', 0.66, '1 bowl - Calories', 1.0), ('43', 0.93, '18 grams', 18.0)]","[('11', 0.53, '150 Calories 20g Carbs', 150.0), ('19', 0.56, '869 calories', 869.0), ('38', 0.77, '2500 calorie diet', 2500.0)]",,,
3176,"how many nmc progression points are there",,,"=",,"Non-entity","other",,,"weighted",5,"[(5.0, 0.71)]","[('15', 0.71, 'five headings', 5.0)]",,,,0,"[('15', 'five headings')]",,,,,
827,"how many atb assist materia",,,"=",,"Non-entity","other",,,"weighted",3,"[(4.0, 0.72), (3.0, 0.81)]","[('30', 0.47, 'two ATB commands', 2.0), ('37', 0.72, 'four enemy skills', 4.0), ('41', 0.81, 'three if', 3.0)]",,,0.71,0,"[('41', 0.81, 'three if', 3.0)]","[]","[('37', 0.72, 'four enemy skills', 4.0)]",,,
